,unit_name,furnish_status,num_rooms,num_bathroom,elec_power,location,longitude,latitude,size,room_type,property_type,building,tower,floor_num,room_facility,kitchen_facility,building_facility,clean_rating,location_rating,satisfaction_rating,checkin/out_rating,economic_rating,staff_rating,total_rating,monthly_price
1075,Purple Studio at Signature Park Grande Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Letjen Mt. Haryono No.Kav. 20, RT.4/RW.1, Cawang, Kramat Jati, Jakarta Timur, DKI Jakarta, 13630",106.8660843372345,-6.244827836402102,24.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Signature Park Grande,Light TD,,"Queen Bed (160x200),Wardrobe,Air Conditioner,Blackout Curtain,TV,Pillow,Hanger,AC Remote,Remote TV,Cable TV,Mirror,Vanity Desk,Side Table,Dining Chair,Dining Table,TV Cabinet,Table Lamp,Clock,Chair,Bed Config :,1 Queen Bed (160x200)","Electric Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor,Gallon,Colander,Frying Pan,Glass,Oven","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Cafe,Elevator,Fitness Center,Jogging Track,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",4.9,4.9,4.9,4.9,4.9,4.9,4.9,4814400.0
1076,Restful and Comfy Studio at Signature Park Grande Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Letjen Mt. Haryono No.Kav. 20, RT.4/RW.1, Cawang, Kramat Jati, Jakarta Timur, DKI Jakarta, 13630",106.8660843372345,-6.244827836402102,25.16,Seluruh Rumah / Apartemen,Apartemen,Apartemen Signature Park Grande,TE,10.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,TV 32"",Pillow,Hanger,AC Remote,Remote TV,Antena Indoor,Dining Chair,Bed Config :,1 Queen Bed (160x200)","Gas Stove (Not Portable),Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Water Dispenser (Empty),Dustbin,Tablespoon,Chopping Board,Cooking Knife,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Cafe,Elevator,Fitness Center,Jogging Track,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,4814400.0
1077,Nice and Comfy Studio at Signature Park Grande Apartment By Travelio - Jakarta,Full Furnished,2,1.0,2200.0,"Jl. Letjen Mt. Haryono No.Kav. 20, RT.4/RW.1, Cawang, Kramat Jati, Jakarta Timur, DKI Jakarta, 13630",106.8660843372345,-6.244827836402102,20.97,Seluruh Rumah / Apartemen,Apartemen,Apartemen Signature Park Grande,The Light,16.0,"Trundle Bed (Super Single & Single Underbed),Wardrobe,Air Conditioner,Blackout Curtain,TV,Pillow,Hanger,AC Remote,Remote TV,Cable TV,Mirror,Dining Chair,Dining Table,Coffee Table,Bed Config :,1 Trundle Bed (Super Single & Single Underbed)","Electric Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Water Dispenser (Empty),Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Cafe,Elevator,Fitness Center,Jogging Track,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,4984400.0
1078,Comfort and Nice 2BR at Green Palace Kalibata Apartment By Travelio - Jakarta,Full Furnished,3,1.0,1300.0,"Jl. Raya Kalibata No.09/04, RT.1 Rt/RW.4, Rawajati, Pancoran, Jakarta Selatan, DKI Jakarta, 12750",106.85046046972275,-6.256900672828798,29.92,Seluruh Rumah / Apartemen,Apartemen,Apartemen Green Palace Kalibata,Tulip,16.0,"Queen Bed (160x200),Pillow,Mirror,Wardrobe,Air Conditioner,Curtain,Hanger,Vanity Desk,AC Remote,Chair,Bed Config :,1 Queen Bed (160x200)","Trundle Bed (Single Bed & Single Underbed),Pillow,Wardrobe,Fan,Hanger,Exhaust Fan,Iron,Iron Board,Bed Config :,1 Trundle Bed (Single Bed & Single Underbed)","ATM On Site,Access Card,Cafe,Elevator,Laundry (Charge),Playground,Restaurant,Shops",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5029674.0
1079,Great Deal and Modern Studio at Ciputra International Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Blok A, Jl. Lkr. Luar Barat No.1, RW.04, Rw. Buaya, Cengkareng, DKI Jakarta, 11740",106.7304839193821,-6.173138321442086,26.58,Seluruh Rumah / Apartemen,Apartemen,Apartemen Ciputra International,SAN FRANSISCO,26.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Blackout Curtain,TV,Pillow,Hanger,AC Remote,Remote TV,Cable TV,Bed Config :,1 Queen Bed (160x200)","Gas Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,Access Card,CCTV In Public Area,Elevator,Fitness Center,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5169999.0
1080,Compact and Strategic Studio Room Signature Park Grande Apartment By Travelio - Jakarta,Full Furnished,1,1.0,2200.0,"Jl. Letjen Mt. Haryono No.Kav. 20, RT.4/RW.1, Cawang, Kramat Jati, Jakarta Timur, DKI Jakarta, 13630",106.8660843372345,-6.244827836402102,25.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Signature Park Grande,Light,,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,Smart TV,Pillow,Hanger,AC Remote,Remote TV,Antena Indoor,Mirror,Dining Chair,Dining Table,Bed Config :,1 Queen Bed (160x200)","Gas Stove (Not Portable),Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Cafe,Elevator,Fitness Center,Jogging Track,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",4.8,4.8,4.8,4.8,4.8,4.8,4.8,4819999.0
1081,Comfy and Strategic Studio Signature Park Grande Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Letjen Mt. Haryono No.Kav. 20, RT.4/RW.1, Cawang, Kramat Jati, Jakarta Timur, DKI Jakarta, 13630",106.8660843372345,-6.244827836402102,25.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Signature Park Grande,Light,1.0,"Queen Bed (160x200),Pillow,Wardrobe,Hanger,Curtain,Air Conditioner,TV,Side Table,Bed Config :,1 Queen (160x200)","Bowl,Chopping Board,Cooking Knife,Dustbin,Fork,Frying Pan,Gas Stove,Kettle (Siul),Mops,Mug,Plate,Refrigerator,Sauce Pan,Spatula,Tablespoon","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Cafe,Elevator,Fitness Center,Jogging Track,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5269999.0
1082,Cozy Design 2BR at High Floor Green Bay Pluit Apartment By Travelio - Jakarta,Full Furnished,2,1.0,2200.0,"Jl. Pluit Karang Ayu 1 No.B1, RT.20/RW.2, Pluit, Penjaringan, Jakarta Utara, DKI Jakarta, 14450",106.77899301052094,-6.108615992663808,42.96,Seluruh Rumah / Apartemen,Apartemen,Apartemen Green Bay Pluit,F,35.0,"Queen Bed (160x200),Pillow,Mirror,Wardrobe,Air Conditioner,Curtain,Hanger,AC Remote,Baby Chair,Bed Config :,1 Queen Bed (160x200)","Single Bed (90x200),Pillow,Wardrobe,Air Conditioner,Curtain,Hanger,Panel AC Central,Bed Config :,1 Single Bed (90x200)","ATM On Site,Basketball Court,Cafe,Fitness Center,Jogging Track,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",,,,,,,,4865000.0
1083,Comfy and Tidy Studio Apartment at Tamansari Sudirman By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Bek Murad No.42, RT.9/RW.1, Karet, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",106.82132765650749,-6.21641104648269,28.8,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tamansari Sudirman,B,3.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Blackout Curtain,TV,Pillow,Hanger,AC Remote,Remote TV,Cable TV,Mirror,Vanity Desk,Dining Chair,Dining Table,TV Cabinet,Chair,Gallon,Bed Config :,1 Queen Bed (160x200)","Gas Stove (Not Portable),Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Water Dispenser (Empty),Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor,Microwave","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Cafe,Coffee Shop,Elevator,Laundry (Charge),Restaurant,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5082900.0
1084,2BR Bassura City Apartment Connect to Swimming Pool By Travelio - Jakarta,Full Furnished,2,1.0,2200.0,"Jl. Jend. Basuki Rachmat No.1A, Cipinang Besar Sel., Jatinegara, Jakarta Timur, DKI Jakarta, 13410",106.88039,-6.22276,34.0,Kamar Pribadi,Apartemen,Apartemen Bassura City,H,11.0,"TV,Sofa,Complimentary Bottled Water","Shower,Toilet Brush,Toilet Bowl,Toilet Plunger,Towel","24-Hour Security,24-Hours Frontdesk,ATM On Site,Access Card,CCTV In Public Area,Cafe,Coffee Shop,Elevator,Fitness Center,Jogging Track,Laundry (Charge),Mall Access,Playground,Restaurant,Shops,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,4865000.0
1085,Posh 2BR Apartment at Bassura City near Shopping Mall By Travelio - Jakarta,Full Furnished,3,1.0,2200.0,"Jl. Jend. Basuki Rachmat No.1A, Cipinang Besar Sel., Jatinegara, Jakarta Timur, DKI Jakarta, 13410",106.88039,-6.22276,34.37,Seluruh Rumah / Apartemen,Apartemen,Apartemen Bassura City,A,25.0,"Bowl,Chopping Board,Cooking Knife,Dining Chair,Dustbin,Electric Stove,Exhaust Fan,Fork,Frying Pan,Kitchen Set,Mops,Plate,Refrigerator,Sauce Pan,Spatula,Tablespoon,Teko Elektrik,Wine Glass","Mops,Wiper,Portable,Access Card,Balcony / Terrace,Non-Smoking Room","24-Hour Security,24-Hours Frontdesk,ATM On Site,Access Card,CCTV In Public Area,Cafe,Coffee Shop,Elevator,Fitness Center,Jogging Track,Laundry (Charge),Mall Access,Playground,Restaurant,Shops,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5105000.0
1086,Homey and Simply Look 1BR at Puri Garden Apartment By Travelio - Jakarta,Full Furnished,1,1.0,2200.0,"Jl. Kembangan Raya No.RT 01/02, RT.1/RW.2, Kembangan Selatan, Kembangan, Jakarta Barat, DKI Jakarta, 11610",106.73546075820923,-6.185312800294881,37.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Puri Garden,1,22.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Blackout Curtain,Pillow,Hanger,AC Remote,Bed Config :,1 Queen Bed (160x200)","Sofa,TV,Blackout Curtain,Air Conditioner,AC Remote,Remote TV,Dining Chair,Dining Table,Coffee Table,TV Cabinet,Set Top Box + Remote + Antenna","24-Hour Security,24-Hours Frontdesk,ATM On Site,Access Card,CCTV In Public Area,Coffee Shop,Elevator,Laundry (Charge),Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,4975000.0
1087,Comfy and Clean 2BR Green Pramuka City Apartment By Travelio - Jakarta,Full Furnished,3,1.0,2200.0,"Jl. A. Yani No.32, RT.16/RW.9, Rawasari, Cempaka Putih, Jakarta Pusat, DKI Jakarta, 10570",106.87484,-6.188552,28.25,Seluruh Rumah / Apartemen,Apartemen,Apartemen Green Pramuka City,Chrysant,10.0,"Bowl,Chopping Board,Colander,Cooking Knife,Dining Knife,Dining Table,Dustbin,Exhaust Fan,Fork,Frying Pan,Gas Stove,Kettle (Siul),Kitchen Set,Mops,Mug,Plate,Refrigerator,Sauce Pan,Spatula,Tablespoon","Air Conditioner,TV,Sofa Bed,Sofa Pillow,Table,Complimentary Bottled Water,Shoes Rack","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Elevator,Jogging Track,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",4.9,4.9,4.9,4.9,4.9,4.9,4.9,5390386.0
1088,Minimalist and Cozy Style 2BR at Green Pramuka City Apartment By Travelio - Jakarta,Full Furnished,2,1.0,1300.0,"Jl. A. Yani No.32, RT.16/RW.9, Rawasari, Cempaka Putih, Jakarta Pusat, DKI Jakarta, 10570",106.87484,-6.188552,34.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Green Pramuka City,Faggio,9.0,"Queen Bed (160x200),Pillow,Wardrobe,Air Conditioner,Curtain,Hanger,AC Remote,Desk,Bed Config :,1 Queen Bed (160x200)","Single Bed (90x200),Pillow,Wardrobe,Fan,Hanger,Bed Config :,1 Single Bed (90x200)","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Elevator,Jogging Track,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5021265.0
1089,Strategic 2BR Menteng Square Apartment By Travelio - Jakarta,Full Furnished,3,1.0,2200.0,"Jl. Pramuka Barat, RT.5/RW.6, Kenari, Senen, Jakarta Pusat, DKI Jakarta, 10430",106.85228705406189,-6.20023485429095,34.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Menteng Square,A,16.0,"Queen Bed (160x200),Pillow,Wardrobe,Hanger,Mirror,Air Conditioner,Blanket,Bed Config :,1 Queen (160x200)","Trundle Bed (Super Single & Single Underbed),Pillow,Curtain,Blanket,Bed Config :,1 Single (100x200),1 Single (Underbed)","24-Hour Security,ATM On Site,Access Card,CCTV Public Area,Cafe,Elevator,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",4.9,4.9,4.9,4.9,4.9,4.9,4.9,5044352.0
1090,Comfy 2BR at Green Pramuka City Apartment By Travelio - Jakarta,Full Furnished,2,1.0,1300.0,"Jl. A. Yani No.32, RT.16/RW.9, Rawasari, Cempaka Putih, Jakarta Pusat, DKI Jakarta, 10570",106.87484,-6.188552,28.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Green Pramuka City,CH,6.0,"Queen Bed (160x200),Pillow,Mirror,Wardrobe,Air Conditioner,Blackout Curtain,Hanger,Vanity Desk,AC Remote,Chair,Bed Config :,1 Queen Bed (160x200)","Single Bed (100x200),Pillow,Wardrobe,Hanger,Exhaust Fan,Bed Config :,1 Single Bed (100x200)","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Elevator,Jogging Track,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5038600.0
1091,Comfort Stay 2BR at 20th Floor Green Pramuka City Apartment By Travelio - Jakarta,Full Furnished,2,1.0,1300.0,"Jl. A. Yani No.32, RT.16/RW.9, Rawasari, Cempaka Putih, Jakarta Pusat, DKI Jakarta, 10570",106.87484,-6.188552,28.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Green Pramuka City,OC,20.0,"King Bed (180x200),Pillow,Wardrobe,Air Conditioner,Blackout Curtain,Hanger,AC Remote,Bed Config :,1 King Bed (180x200)","Single Bed (90x200),Pillow,Open Wardrobe,Exhaust Fan,Bed Config :,1 Single Bed (90x200)","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Elevator,Jogging Track,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",,,,,,,,5038600.0
1092,Strategic 2BR at Green Pramuka City Apartment By Travelio - Jakarta,Full Furnished,2,1.0,1300.0,"Jl. A. Yani No.32, RT.16/RW.9, Rawasari, Cempaka Putih, Jakarta Pusat, DKI Jakarta, 10570",106.87484,-6.188552,28.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Green Pramuka City,OC,20.0,"King Bed (180x200),Pillow,Wardrobe,Air Conditioner,Blackout Curtain,Hanger,AC Remote,Bed Config :,1 King Bed (180x200)","Single Bed (90x200),Pillow,Wardrobe,Exhaust Fan,Bed Config :,1 Single Bed (90x200)","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Elevator,Jogging Track,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",,,,,,,,5038600.0
1093,Warm and Cozy 2BR at Gading Greenhill Apartment By Travelio - Jakarta,Full Furnished,3,1.0,2200.0,"Jl. Pegangsaan Dua No.97, Pegangsaan Dua, Kelapa Gading, Jakarta Utara, DKI Jakarta, 14240",106.91625773906708,-6.147627141545745,37.6,Seluruh Rumah / Apartemen,Apartemen,Apartemen Gading Greenhill,A,21.0,"Queen Bed (160x200),Pillow,Mirror,Wardrobe,Air Conditioner,Curtain,Hanger,Vanity Desk,AC Remote,Chair,Bed Config :,1 Queen Bed (160x200)","Trundle Bed (Single Bed & Single Underbed),Pillow,Wardrobe,Air Conditioner,Curtain,AC Remote,Bed Config :,1 Trundle Bed (Single Bed & Single Underbed)","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Elevator,Fitness Center,Laundry (Charge),Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5063617.0
1094,Studio Signature Park Grande Apartment near MT Haryono By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Letjen Mt. Haryono No.Kav. 20, RT.4/RW.1, Cawang, Kramat Jati, Jakarta Timur, DKI Jakarta, 13630",106.8660843372345,-6.244827836402102,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Signature Park Grande,Light TC,12.0,"Access Card,Non-Smoking Room",Complimentary Bottled Water,"24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Cafe,Elevator,Fitness Center,Jogging Track,Laundry (Charge),Playground,Restaurant,Supermarket,Swimming Pool",4.9,4.9,4.9,4.9,4.9,4.9,4.9,4999415.0
1095,1BR Apartment with Comfortable Design at Belmont Residence Puri By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Kebon Jeruk Indah Utama, RT.8/RW.7, Srengseng, Kembangan, Jakarta Barat, DKI Jakarta, 11630",106.76275759935379,-6.200400178473442,33.45,Seluruh Rumah / Apartemen,Apartemen,Apartemen Belmont Residence Puri,ATHENA,12.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,Pillow,Hanger,AC Remote,Bed Config :,1 Queen Bed (160x200)","Long Chair,TV 32"",Curtain,Air Conditioner,AC Remote,Remote TV,Dining Chair,Dining Table,TV Cabinet,Antena Indoor","24-Hour Security,24-Hours Frontdesk,ATM On Site,Access Card,CCTV In Public Area,Cafe,Coffee Shop,Elevator,Laundry (Charge),Restaurant,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5000592.0
1096,Simply Warm 2BR Green Palace Kalibata Apartment By Travelio - Jakarta,Full Furnished,3,1.0,2200.0,"Jl. Raya Kalibata No.09/04, RT.1 Rt/RW.4, Rawajati, Pancoran, Jakarta Selatan, DKI Jakarta, 12750",106.85046046972275,-6.256900672828798,35.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Green Palace Kalibata,Tulip,3.0,"Bowl,Chopping Board,Cooking Knife,Dining Table,Dustbin,Fork,Frying Pan,Gas Stove,Kitchen Set,Mug,Plate,Refrigerator,Sauce Pan,Spatula,Tablespoon,Teko Elektrik","Gallon,Dustbin,Mirror,Air Conditioner,TV,Sofa Pillow,Table,Chair,Side Table,Telephone,Complimentary Bottled Water,Sofa Bed (Single)","ATM On Site,Access Card,Cafe,Elevator,Laundry (Charge),Playground,Restaurant,Shops",4.8,4.8,4.8,4.8,4.8,4.8,4.8,5071355.0
1097,Homey 1BR Apartment at Salemba Residence By Travelio - Jakarta,Full Furnished,1,1.0,2200.0,"Jl. Salemba Tengah II No.10, RW.8, Paseban, Senen, Jakarta Pusat, DKI Jakarta, 10440",106.85595631599426,-6.1949444530953865,26.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Salemba Residence,A,18.0,"Double Bed (140x200),Mattress Protector 150x200,Wardrobe,Air Conditioner,Curtain,Pillow,Mirror,Hanger,AC Remote,Bed Config :,1 Double Bed (140x200)","Sofa Bed,TV 32"",Curtain,Air Conditioner,AC Remote,Remote TV,Dining Chair,TV Cabinet,Cable TV","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Cafe,Coffee Shop,Elevator,Laundry (Charge),Restaurant,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5006500.0
1098,Pool View Studio Apartment Tamansari Sudirman By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Bek Murad No.42, RT.9/RW.1, Karet, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",106.82132765650749,-6.21641104648269,23.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tamansari Sudirman,B,18.0,"Mirror,Shower,Bathroom Sink,Toilet Brush,Toilet Bowl,Toilet Plunger,Towel","Queen Bed (160x200),Pillow,Wardrobe,Hanger,Air Conditioner,TV,Table,Chair,Bed Config :,1 Queen (160x200)","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Cafe,Coffee Shop,Elevator,Laundry (Charge),Restaurant,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5361359.0
1099,Minimalist with City View 2BR Apartment at Casablanca East Residences By Travelio - Jakarta,Full Furnished,2,1.0,2200.0,"Jl. Pahlawan Revolusi No.2 Pd. Bambu Kec. Duren Sawit Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13430, Indonesia",106.898516,-6.223912,68.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Casablanca East Residences,D,9.0,"Queen Bed (160x200),Pillow,Mirror,Wardrobe,Air Conditioner,Curtain,Smart TV,Side Table,Hanger,Vanity Desk,AC Remote,Remote TV,Table Lamp,Chair,Bed Config :,1 Queen Bed (160x200)","Queen Bed (160x200),Pillow,Wardrobe,Air Conditioner,Curtain,Hanger,AC Remote,Iron Board,Vanity Desk,Chair,Table Lamp,Bed Config :,1 Queen Bed (160x200)","24-Hour Security,Access Card,CCTV In Public Area,Elevator,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5512100.0
1100,Beautiful Studio at Cosmo Terrace Thamrin Apartment By Travelio - Jakarta,Full Furnished,1,1.0,2200.0,"Jl. K.H. Mas Mansyur No.1, Kb. Melati, Tanah Abang, Jakarta Pusat, DKI Jakarta, 10230",106.81474685668945,-6.194309814711791,27.04,Seluruh Rumah / Apartemen,Apartemen,Apartemen Cosmo Terrace Thamrin,TC,23.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,TV,Pillow,Hanger,AC Remote,Remote TV,Cable TV,Mirror,Vanity Desk,Side Table,Bed Config :,1 Queen Bed (160x200)","Gas Stove (Not Portable),Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula","24-Hour Security,ATM On Site,Access Card,Cafe,Coffee Shop,Elevator,Fitness Center,Laundry (Charge),Mall Access,Playground,Restaurant,Supermarket,Swimming Pool",4.9,4.9,4.9,4.9,4.9,4.9,4.9,4869999.0
1101,Contemporary 2BR at Green Palace Kalibata Apartment By Travelio - Jakarta,Full Furnished,2,1.0,2200.0,"Jl. Raya Kalibata No.09/04, RT.1 Rt/RW.4, Rawajati, Pancoran, Jakarta Selatan, DKI Jakarta, 12750",106.85046046972275,-6.256900672828798,35.5,Seluruh Rumah / Apartemen,Apartemen,Apartemen Green Palace Kalibata,M,19.0,"Bowl,Chopping Board,Cooking Knife,Dining Chair,Dining Table,Dustbin,Fork,Frying Pan,Gas Stove,Kitchen Scissor,Kitchen Set,Mops,Mug,Plate,Refrigerator,Sauce Pan,Spatula,Tablespoon,Teko Elektrik","Curtain,Air Conditioner,TV,Sofa,Sofa Pillow","ATM On Site,Access Card,Cafe,Elevator,Laundry (Charge),Playground,Restaurant,Shops",4.8,4.8,4.8,4.8,4.8,4.8,4.8,5065968.0
1102,Functional 2BR at Tifolia Apartment By Travelio - Jakarta,Full Furnished,2,1.0,2300.0,"Jl. Perintis Kemerdekaan No.23, RW.16, Kayu Putih, Pulo Gadung, Jakarta Timur, DKI Jakarta, 13210",106.89268112182617,-6.175350308134791,43.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tifolia,1,16.0,"Queen Bed (160x200),Pillow,Mirror,Wardrobe,Air Conditioner,Curtain,Hanger,AC Remote,Bed Config :,1 Queen Bed (160x200)","Single Bed (100x200),Pillow,Exhaust Fan,Bed Config :,1 Single Bed (100x200)","24-Hour Security,CCTV In Public Area,Elevator,Swimming Pool",,,,,,,,5068750.0
1103,Scenic 2BR with City View at Bassura City Apartment By Travelio - Jakarta,Full Furnished,2,1.0,1300.0,"Jl. Jend. Basuki Rachmat No.1A, Cipinang Besar Sel., Jatinegara, Jakarta Timur, DKI Jakarta, 13410",106.88039,-6.22276,39.99,Seluruh Rumah / Apartemen,Apartemen,Apartemen Bassura City,H,8.0,"Queen Bed (160x200),Pillow,Mirror,Wardrobe,Air Conditioner,Curtain,Hanger,AC Remote,Bed Config :,1 Queen Bed (160x200)","Super Single Bed (120x200),Pillow,Wardrobe,Air Conditioner,Curtain,Hanger,AC Remote,Bed Config :,1 Super Single Bed (120x200)","24-Hour Security,24-Hours Frontdesk,ATM On Site,Access Card,CCTV In Public Area,Cafe,Coffee Shop,Elevator,Fitness Center,Jogging Track,Laundry (Charge),Mall Access,Playground,Restaurant,Shops,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5383023.0
